Infringement Id,Status
134651,Unmanaged
283990,Unmanaged
134641,Unmanaged
135627,Unmanaged
135629,Unmanaged
135640,Unmanaged
66176,Paid
63062,Due
259944,Due
82755,Outstanding
290833,Paid
354692,Unmanaged
134878,Unmanaged
134877,Unmanaged
135630,Unmanaged
135644,Unmanaged
134874,Unmanaged
246390,Paid
293458,Paid
135635,Unmanaged
135631,Outstanding
337327,Unmanaged
92704,Unmanaged
135628,Paid
337329,Unmanaged
290726,Paid
134884,Paid
134861,Unmanaged
66173,Paid
354927,Unmanaged
134883,Paid
283992,Unmanaged
283991,Unmanaged
134882,Unmanaged
134881,Paid
302574,Paid
134880,Unmanaged
135023,Unmanaged
350545,Unmanaged
290628,Paid
134872,Unmanaged
297972,Paid
259644,Due
259947,Due
134632,Unmanaged
259957,Due
134858,Unmanaged
259648,Due
259645,Due
87603,Paid
354646,Unmanaged
245496,Paid
134873,Unmanaged
134647,Unmanaged
134644,Unmanaged
96170,Unmanaged
283671,Unmanaged
259952,Paid
175751,Outstanding
355185,Unmanaged
259959,Paid
135626,Unmanaged
135608,Unmanaged
134640,Unmanaged
135624,Unmanaged
134635,Unmanaged
135623,Unmanaged
135625,Unmanaged
135611,Unmanaged
283667,Unmanaged
283915,Unmanaged
413230,Unmanaged
232856,Paid
259958,Paid
134871,Unmanaged
135621,Unmanaged
354722,Unmanaged
382486,Paid
141523,Paid
134870,Unmanaged
135616,Unmanaged
135622,Unmanaged
135619,Closed
93579,Unmanaged
135618,Unmanaged
134634,Closed
283905,Unmanaged
135620,Unmanaged
135022,Unmanaged
283932,Unmanaged
290854,Paid
283921,Unmanaged
175747,Paid
135589,Unmanaged
283993,Unmanaged
290853,Paid
290679,Paid
240621,Paid
135481,Paid
283994,Unmanaged
135604,Unmanaged
134642,Unmanaged
135606,Unmanaged
134639,Unmanaged
93580,Unmanaged
290678,Paid
134869,Unmanaged
134638,Unmanaged
135612,Unmanaged
355349,Unmanaged
134857,Unmanaged
134850,Unmanaged
135617,Unmanaged
134865,Unmanaged
134856,Unmanaged
134864,Unmanaged
246389,Paid
136247,Paid
283931,Unmanaged
135580,Unmanaged
134628,Unmanaged
134633,Unmanaged
134852,Unmanaged
259963,Paid
134849,Unmanaged
135609,Unmanaged
293381,Paid
135615,Unmanaged
135614,Paid
89199,Paid
134862,Unmanaged
134851,Unmanaged
283660,Unmanaged
135605,Unmanaged
134854,Unmanaged
246387,Paid
135613,Unmanaged
246388,Paid
135610,Paid
134629,Unmanaged
263862,Outstanding
290849,Paid
134848,Unmanaged
175742,Paid
135603,Paid
134860,Unmanaged
135607,Unmanaged
134855,Unmanaged
135576,Paid
134868,Unmanaged
134867,Unmanaged
246386,Paid
134627,Unmanaged
134853,Unmanaged
134631,Unmanaged
134630,Unmanaged
339026,Due
283883,Unmanaged
134866,Unmanaged
246385,Paid
135567,Paid
135569,Unmanaged
290553,Paid
135597,Unmanaged
89865,Paid
246384,Paid
283995,Unmanaged
413218,Paid
135595,Unmanaged
135601,Unmanaged
135602,Unmanaged
290677,Paid
135600,Unmanaged
283877,Unmanaged
290551,Paid
135596,Unmanaged
354624,Unmanaged
135594,Unmanaged
135599,Unmanaged
135598,Due
290802,Paid
135584,Unmanaged
135573,Unmanaged
134859,Unmanaged
259967,Paid
413231,Unmanaged
135591,Unmanaged
82856,Paid
135593,Paid
135592,Unmanaged
135564,Paid
141522,Paid
135562,Closed
290653,Paid
86146,Paid
135590,Unmanaged
293363,Paid
259966,Paid
350167,Unmanaged
290835,Paid
283996,Unmanaged
339027,Due
141521,Paid
293406,Paid
135583,Unmanaged
136155,Paid
283897,Unmanaged
135585,Unmanaged
245526,Paid
291059,Paid
290852,Paid
259968,Paid
89201,Paid
135587,Unmanaged
245498,Paid
135586,Unmanaged
283998,Paid
229762,Paid
245497,Paid
96121,Paid
134847,Unmanaged
259972,Paid
283997,Unmanaged
135588,Unmanaged
290650,Paid
135578,Paid
135582,Unmanaged
246383,Paid
283999,Paid
135542,Unmanaged
89200,Paid
259982,Paid
135579,Unmanaged
246379,Paid
135559,Unmanaged
135577,Unmanaged
290682,Paid
135575,Paid
246380,Paid
283954,Unmanaged
283955,Unmanaged
339024,Due
135571,Unmanaged
135574,Unmanaged
246381,Paid
246382,Paid
135554,Unmanaged
135557,Paid
135553,Paid
290848,Paid
290549,Paid
246378,Paid
135572,Paid
135536,Unmanaged
92689,Unmanaged
283872,Unmanaged
135570,Paid
283876,Unmanaged
135568,Paid
135508,Paid
355214,Unmanaged
290831,Paid
230747,Outstanding
230617,Due
135566,Paid
290735,Paid
135561,Unmanaged
259973,Paid
135565,Unmanaged
259974,Paid
259994,Paid
135544,Unmanaged
135555,Paid
259976,Paid
135563,Paid
339023,Due
284000,Unmanaged
135560,Paid
135531,Unmanaged
260002,Paid
283956,Unmanaged
259636,Paid
354613,Unmanaged
354582,Unmanaged
82895,Paid
354605,Unmanaged
135556,Unmanaged
135558,Closed
259640,Paid
135550,Unmanaged
135551,Unmanaged
135545,Closed
135552,Unmanaged
135546,Unmanaged
135538,Unmanaged
355075,Unmanaged
135549,Unmanaged
135548,Paid
135543,Unmanaged
135021,Unmanaged
135547,Unmanaged
135526,Unmanaged
135479,Unmanaged
135527,Unmanaged
135532,Unmanaged
135539,Unmanaged
96039,Unmanaged
135537,Unmanaged
245527,Paid
245499,Paid
135513,Unmanaged
82912,Outstanding
352679,Unmanaged
96122,Paid
135540,Unmanaged
135541,Unmanaged
93581,Unmanaged
246374,Paid
246375,Paid
96040,Unmanaged
339021,Due
246376,Paid
135505,Unmanaged
246377,Paid
135393,Paid
245500,Paid
352345,Unmanaged
354550,Unmanaged
354595,Unmanaged
135535,Unmanaged
135534,Unmanaged
135533,Unmanaged
284001,Unmanaged
135525,Unmanaged
96172,Unmanaged
135519,Closed
259637,Paid
135530,Unmanaged
246370,Paid
246371,Paid
246373,Paid
135529,Unmanaged
135480,Unmanaged
135517,Unmanaged
246369,Paid
135520,Closed
135528,Closed
135503,Unmanaged
259980,Paid
134626,Closed
135511,Unmanaged
259635,Paid
284002,Unmanaged
135510,Paid
135524,Unmanaged
93582,Unmanaged
246367,Paid
260364,Paid
339019,Due
135502,Unmanaged
135495,Unmanaged
135522,Paid
135512,Closed
259981,Paid
135509,Unmanaged
382139,Paid
290828,Paid
134846,Paid
135523,Closed
89491,Paid
135507,Unmanaged
260003,Paid
135501,Unmanaged
135518,Unmanaged
246368,Paid
245528,Paid
135521,Unmanaged
135384,Unmanaged
141520,Paid
245502,Paid
283890,Unmanaged
90048,Paid
259985,Paid
354763,Unmanaged
290652,Paid
354776,Paid
135516,Closed
135515,Unmanaged
135514,Paid
135491,Unmanaged
135506,Unmanaged
135496,Unmanaged
135457,Paid
246366,Paid
253276,Paid
135475,Unmanaged
283889,Unmanaged
135471,Unmanaged
175740,Paid
259992,Paid
135492,Paid
135493,Closed
135504,Closed
246365,Paid
284003,Unmanaged
263860,Outstanding
135470,Closed
84506,Paid
135465,Paid
135464,Closed
92700,Unmanaged
259998,Paid
135478,Paid
135488,Paid
135494,Closed
135489,Closed
135459,Closed
135499,Closed
283887,Unmanaged
89490,Outstanding
283922,Unmanaged
260000,Paid
135498,Closed
135500,Closed
135497,Closed
135485,Closed
135486,Closed
284004,Unmanaged
81948,Paid
284005,Paid
350348,Unmanaged
135487,Closed
135477,Closed
135490,Closed
284006,Unmanaged
63087,Paid
283892,Unmanaged
350122,Unmanaged
135482,Closed
135469,Closed
93583,Unmanaged
92706,Unmanaged
283901,Unmanaged
135460,Paid
135472,Unmanaged
135484,Paid
259633,Paid
260006,Paid
246364,Paid
135483,Closed
260018,Paid
135476,Closed
135473,Closed
135359,Closed
260010,Paid
135474,Closed
89496,Paid
135456,Closed
135447,Outstanding
175741,Outstanding
135463,Closed
259634,Paid
135466,Outstanding
246363,Paid
350096,Unmanaged
290800,Paid
135468,Closed
135455,Unmanaged
246361,Paid
134625,Closed
135467,Paid
135433,Paid
283896,Unmanaged
283895,Unmanaged
175739,Paid
135452,Closed
135443,Paid
135411,Paid
135442,Paid
246362,Paid
232230,Unmanaged
135461,Paid
135449,Closed
135462,Closed
135458,Paid
135436,Closed
89489,Due
135386,Closed
135390,Paid
135454,Closed
135453,Paid
135445,Paid
135414,Closed
246359,Paid
260017,Paid
135441,Paid
260020,Paid
135427,Closed
74867,Paid
74874,Paid
135451,Closed
260014,Paid
245529,Paid
135450,Closed
135444,Closed
135435,Closed
135280,Closed
246360,Paid
135448,Closed
135446,Closed
175542,Outstanding
290826,Paid
135437,Closed
91517,Paid
135415,Closed
135440,Paid
135429,Paid
135438,Paid
135439,Closed
135434,Paid
134622,Closed
135430,Paid
87631,Due
260022,Paid
245530,Paid
74822,Paid
87624,Due
87630,Due
135426,Paid
134624,Closed
260016,Paid
260027,Paid
354536,Unmanaged
82988,Paid
135432,Closed
135431,Unmanaged
283878,Unmanaged
135409,Paid
134623,Closed
135428,Closed
351028,Unmanaged
87625,Paid
134621,Closed
134620,Paid
135421,Paid
92687,Unmanaged
87626,Paid
260021,Paid
283894,Unmanaged
353293,Unmanaged
290634,Paid
74440,Paid
135425,Closed
135424,Closed
135422,Paid
135423,Paid
246358,Paid
128688,Paid
81949,Paid
134845,Unmanaged
84486,Paid
135420,Paid
290827,Paid
175541,Outstanding
135418,Paid
135417,Paid
263859,Paid
135413,Closed
135410,Closed
240604,Paid
81950,Paid
136616,Paid
135406,Paid
354448,Unmanaged
135407,Paid
135412,Closed
246357,Paid
135403,Closed
135365,Closed
135404,Closed
135408,Paid
135405,Paid
260024,Paid
135398,Closed
135401,Closed
87628,Due
135399,Closed
260025,Paid
135402,Closed
260030,Paid
135327,Closed
337278,Unmanaged
71048,Due
290554,Paid
135400,Paid
135396,Paid
135397,Unmanaged
135388,Closed
135395,Closed
246356,Paid
135382,Closed
290609,Paid
290621,Paid
135394,Closed
90019,Closed
87675,Paid
283698,Paid
135391,Closed
135392,Closed
135375,Closed
135346,Closed
259627,Unmanaged
135389,Closed
135387,Closed
246355,Paid
259628,Unmanaged
135385,Closed
135383,Closed
260028,Unmanaged
73046,Paid
83012,Paid
135381,Closed
259623,Unmanaged
135374,Paid
82207,Paid
290552,Paid
135379,Closed
259626,Unmanaged
246354,Paid
135376,Closed
290626,Paid
135380,Closed
135313,Closed
246353,Paid
72276,Paid
135370,Closed
135366,Paid
87629,Outstanding
337321,Unmanaged
81951,Paid
350414,Unmanaged
135378,Closed
135373,Unmanaged
135377,Paid
246352,Paid
135369,Closed
81952,Paid
290630,Paid
135371,Paid
259622,Unmanaged
135372,Unmanaged
96261,Paid
135310,Closed
135368,Unmanaged
135367,Closed
135362,Unmanaged
135364,Unmanaged
246351,Paid
337309,Unmanaged
135363,Unmanaged
260032,Unmanaged
290633,Paid
290625,Paid
135361,Unmanaged
135358,Paid
135357,Unmanaged
135279,Outstanding
135360,Unmanaged
283670,Unmanaged
135345,Closed
135299,Paid
260040,Unmanaged
135343,Closed
135334,Closed
81955,Paid
260038,Unmanaged
135306,Closed
337320,Unmanaged
135341,Paid
135335,Closed
81953,Unmanaged
135340,Closed
260037,Unmanaged
134619,Closed
135344,Closed
337314,Unmanaged
135342,Paid
135331,Closed
135328,Closed
69291,Paid
135339,Closed
134618,Closed
337318,Unmanaged
337319,Unmanaged
83019,Paid
135337,Unmanaged
246350,Paid
135338,Unmanaged
135332,Unmanaged
135333,Paid
135336,Unmanaged
135329,Unmanaged
135323,Unmanaged
352998,Unmanaged
88196,Paid
135330,Outstanding
337316,Unmanaged
135321,Unmanaged
135320,Unmanaged
354551,Unmanaged
135326,Paid
69550,Paid
260034,Unmanaged
81954,Paid
135325,Unmanaged
81956,Paid
246349,Paid
135324,Unmanaged
70845,Paid
135319,Unmanaged
135312,Paid
134844,Closed
135317,Unmanaged
135322,Closed
337310,Unmanaged
135275,Unmanaged
69534,Paid
135318,Unmanaged
135314,Paid
135316,Unmanaged
135309,Unmanaged
290611,Paid
135315,Unmanaged
135311,Unmanaged
337311,Unmanaged
135302,Unmanaged
135307,Unmanaged
135308,Paid
81957,Paid
81959,Paid
69797,Paid
135305,Unmanaged
135303,Unmanaged
135304,Unmanaged
135301,Unmanaged
70823,Paid
134843,Unmanaged
135300,Paid
395829,Paid
135291,Unmanaged
135298,Unmanaged
135296,Unmanaged
246347,Paid
135274,Unmanaged
134617,Closed
135295,Unmanaged
71047,Paid
290610,Paid
135289,Unmanaged
135293,Unmanaged
70529,Paid
70511,Paid
135292,Unmanaged
70776,Paid
135288,Unmanaged
135294,Paid
245531,Paid
135290,Unmanaged
135287,Unmanaged
135285,Unmanaged
135284,Unmanaged
135283,Unmanaged
290583,Paid
135286,Paid
135282,Unmanaged
283930,Unmanaged
69914,Paid
69817,Outstanding
70797,Paid
354775,Unmanaged
135281,Unmanaged
69567,Paid
354794,Unmanaged
134842,Unmanaged
337317,Unmanaged
141524,Paid
92282,Paid
81958,Unmanaged
134616,Unmanaged
70766,Outstanding
69917,Paid
81960,Unmanaged
240569,Paid
395830,Paid
66750,Paid
245532,Paid
83035,Paid
135278,Unmanaged
70702,Paid
246348,Paid
69505,Paid
81961,Paid
81962,Paid
66525,Outstanding
81963,Due
149187,Paid
81964,Unmanaged
81965,Unmanaged
290622,Paid
246346,Paid
66505,Paid
67054,Paid
81966,Unmanaged
81967,Paid
81968,Unmanaged
67128,Paid
81969,Unmanaged
70602,Paid
290574,Paid
81970,Paid
290576,Paid
290584,Paid
290579,Paid
290631,Paid
81971,Unmanaged
283941,Unmanaged
81972,Paid
96043,Unmanaged
246345,Paid
290578,Paid
134841,Unmanaged
134611,Unmanaged
246344,Paid
134610,Unmanaged
283934,Unmanaged
135277,Unmanaged
81973,Paid
66941,Paid
81974,Paid
66725,Paid
135276,Unmanaged
229836,Paid
67111,Outstanding
70631,Outstanding
70505,Paid
240557,Paid
283949,Unmanaged
246343,Paid
66975,Paid
67055,Paid
75928,Paid
283939,Unmanaged
135020,Unmanaged
66690,Paid
81975,Paid
81976,Unmanaged
134609,Unmanaged
81977,Unmanaged
149191,Due
149183,Paid
229835,Paid
66726,Paid
134607,Unmanaged
81978,Paid
96171,Unmanaged
246342,Paid
260043,Unmanaged
290590,Paid
290587,Paid
135273,Paid
66719,Paid
134608,Unmanaged
229833,Paid
230748,Outstanding
66683,Paid
66499,Paid
246341,Paid
283914,Unmanaged
134840,Unmanaged
290589,Paid
290629,Paid
66723,Paid
81668,Paid
81979,Paid
66721,Paid
66724,Outstanding
82198,Paid
66222,Paid
81980,Unmanaged
283899,Unmanaged
246340,Paid
135019,Paid
246339,Paid
66801,Paid
82206,Unmanaged
89487,Paid
66720,Paid
67127,Due
283940,Paid
81981,Paid
66713,Outstanding
81982,Paid
246338,Paid
82002,Outstanding
283909,Paid
66693,Paid
135272,Unmanaged
81667,Paid
95976,Unmanaged
66722,Paid
283962,Unmanaged
67036,Paid
290586,Paid
246337,Paid
263753,Paid
66034,Outstanding
81983,Unmanaged
66806,Paid
66118,Paid
313146,Paid
134605,Unmanaged
149184,Paid
149186,Outstanding
81984,Paid
245533,Paid
81985,Unmanaged
66211,Paid
65570,Paid
66212,Paid
245534,Paid
229832,Paid
105419,Paid
81988,Unmanaged
81986,Paid
135270,Unmanaged
66187,Paid
81987,Unmanaged
67075,Paid
175753,Paid
380977,Paid
135271,Unmanaged
240283,Paid
81989,Unmanaged
134838,Closed
81990,Unmanaged
283923,Unmanaged
66210,Paid
246336,Paid
81773,Paid
246335,Paid
65407,Paid
66188,Paid
246332,Paid
135269,Unmanaged
65387,Paid
283963,Unmanaged
246333,Paid
290492,Paid
289502,Paid
134604,Unmanaged
105412,Paid
104772,Paid
283936,Unmanaged
66209,Paid
290489,Paid
81774,Paid
66208,Paid
154734,Paid
81775,Paid
81776,Outstanding
134839,Unmanaged
65133,Paid
290464,Paid
66207,Paid
65116,Paid
290470,Paid
66206,Paid
135268,Unmanaged
81777,Paid
66205,Paid
246331,Paid
240550,Paid
246329,Paid
246328,Paid
246330,Paid
66204,Paid
135267,Paid
290531,Paid
65141,Paid
81778,Paid
66201,Paid
290471,Paid
134603,Unmanaged
66202,Paid
283948,Unmanaged
354337,Unmanaged
134837,Paid
134597,Closed
66175,Paid
245535,Paid
66184,Outstanding
66200,Paid
246327,Paid
290490,Paid
65543,Paid
65542,Due
66199,Paid
290479,Paid
66182,Paid
62404,Outstanding
290478,Paid
246325,Paid
154912,Paid
81779,Paid
81780,Paid
81781,Paid
246326,Paid
135018,Unmanaged
92663,Unmanaged
134602,Unmanaged
229831,Paid
62391,Paid
134600,Unmanaged
246322,Paid
246324,Paid
65354,Paid
81782,Paid
134601,Unmanaged
81783,Paid
81784,Paid
246323,Paid
66670,Paid
290482,Paid
62986,Paid
81785,Paid
245536,Paid
66196,Paid
246320,Paid
66195,Paid
62348,Outstanding
246321,Paid
82619,Paid
232236,Unmanaged
81786,Paid
66193,Paid
82205,Unmanaged
246319,Paid
64399,Paid
290467,Paid
66194,Paid
66192,Paid
290466,Paid
290468,Paid
290469,Paid
135264,Unmanaged
66191,Paid
246317,Paid
290541,Paid
290472,Paid
134836,Unmanaged
245537,Paid
80786,Outstanding
66190,Paid
283924,Unmanaged
82187,Paid
134599,Unmanaged
134834,Unmanaged
62290,Paid
246316,Paid
66189,Paid
246315,Paid
64832,Paid
260044,Unmanaged
134598,Unmanaged
65101,Paid
62282,Paid
63663,Paid
135266,Unmanaged
63649,Paid
62995,Paid
246314,Paid
63655,Paid
290447,Paid
66180,Paid
82188,Paid
246313,Paid
283668,Unmanaged
240549,Paid
63584,Paid
283911,Unmanaged
64849,Paid
110797,Paid
96048,Unmanaged
246312,Paid
63651,Paid
64812,Paid
63626,Paid
175738,Paid
63269,Paid
283912,Unmanaged
240562,Paid
135265,Unmanaged
283929,Unmanaged
72031,Due
64443,Paid
62328,Paid
81787,Paid
63627,Paid
246311,Paid
229829,Paid
62992,Paid
260045,Unmanaged
63612,Paid
290508,Paid
290532,Paid
81788,Paid
81789,Paid
283964,Unmanaged
246310,Paid
82184,Paid
246309,Paid
245538,Paid
96050,Unmanaged
290540,Paid
290449,Paid
134835,Unmanaged
82182,Paid
135263,Paid
63070,Paid
283925,Unmanaged
290454,Paid
96051,Unmanaged
283907,Unmanaged
283943,Unmanaged
63068,Paid
135262,Unmanaged
246307,Paid
64828,Paid
81790,Paid
64846,Paid
290537,Paid
149188,Paid
72030,Paid
246308,Paid
149192,Paid
62963,Paid
246306,Paid
135261,Unmanaged
62962,Paid
63295,Paid
62136,Paid
64364,Paid
245539,Paid
81791,Outstanding
290535,Paid
229828,Paid
134596,Unmanaged
149189,Paid
72032,Paid
62964,Paid
290534,Paid
229826,Paid
63504,Paid
246305,Paid
63838,Paid
65176,Paid
290474,Paid
312842,Paid
63836,Paid
135260,Unmanaged
246304,Paid
65332,Paid
63494,Paid
63493,Paid
82203,Unmanaged
63492,Paid
135259,Unmanaged
246302,Paid
246303,Paid
62801,Closed
135258,Unmanaged
62111,Outstanding
134594,Unmanaged
63489,Outstanding
63485,Paid
246301,Paid
62163,Paid
63484,Paid
66370,Paid
63482,Paid
246300,Paid
392960,Paid
64640,Outstanding
175734,Paid
65171,Paid
229825,Paid
104488,Paid
63039,Paid
62987,Paid
63448,Paid
134595,Unmanaged
62687,Paid
175733,Paid
63032,Paid
175735,Paid
175736,Paid
62051,Paid
290486,Paid
63017,Paid
63162,Paid
82183,Paid
81991,Unmanaged
63424,Paid
63429,Closed
63428,Closed
229824,Paid
62757,Outstanding
63421,Closed
63407,Paid
68121,Paid
50876,Paid
105429,Paid
61200,Paid
82181,Paid
66246,Paid
63400,Paid
61292,Paid
61175,Paid
83697,Paid
63399,Paid
82204,Paid
290487,Paid
63099,Paid
73132,Paid
262980,Paid
62759,Outstanding
135257,Unmanaged
61291,Paid
245540,Paid
63396,Paid
63390,Paid
246298,Paid
246297,Paid
66393,Paid
246299,Paid
61327,Paid
62732,Outstanding
245541,Paid
246296,Paid
135256,Closed
67912,Paid
61347,Paid
246294,Paid
63394,Paid
246295,Paid
246293,Paid
134592,Unmanaged
135017,Unmanaged
63391,Paid
382490,Paid
134593,Unmanaged
66241,Paid
246292,Paid
290475,Paid
290544,Paid
245542,Paid
246291,Paid
135255,Closed
135253,Unmanaged
134591,Unmanaged
67190,Paid
175727,Paid
63095,Paid
68057,Paid
62843,Paid
105431,Paid
63388,Paid
50734,Paid
62886,Paid
63382,Paid
64905,Due
63083,Paid
246290,Paid
290516,Paid
246288,Paid
246289,Paid
290517,Paid
63383,Outstanding
135254,Unmanaged
49207,Paid
68119,Paid
245543,Paid
62853,Paid
63384,Paid
134588,Closed
134590,Unmanaged
229823,Paid
62491,Paid
153041,Paid
290530,Paid
290500,Paid
382493,Paid
63005,Paid
74312,Paid
382492,Paid
246287,Paid
134589,Unmanaged
63381,Paid
63379,Paid
83696,Paid
246286,Paid
63380,Paid
134587,Paid
105092,Paid
87487,Paid
63084,Paid
63378,Paid
81992,Paid
63004,Paid
246283,Paid
246284,Paid
246285,Paid
110775,Paid
290451,Paid
63377,Paid
134586,Unmanaged
64906,Due
149193,Paid
63003,Paid
63375,Paid
63372,Paid
63376,Paid
63374,Paid
245544,Paid
290460,Paid
246281,Paid
134585,Unmanaged
246282,Paid
381168,Paid
63002,Paid
66914,Paid
175730,Paid
259618,Unmanaged
290525,Paid
175731,Paid
246280,Paid
381166,Paid
382495,Paid
48903,Paid
175732,Paid
382489,Paid
135252,Paid
63373,Paid
63370,Paid
245545,Paid
40600,Paid
135251,Unmanaged
66308,Paid
175729,Paid
246277,Paid
246279,Paid
290526,Paid
62830,Paid
48902,Paid
40267,Paid
134582,Unmanaged
240556,Paid
246278,Paid
290528,Paid
375883,Paid
134584,Unmanaged
134581,Unmanaged
246275,Paid
134583,Unmanaged
47492,Paid
63371,Paid
135225,Unmanaged
259619,Unmanaged
246276,Paid
48730,Paid
48736,Paid
60925,Paid
290456,Paid
290457,Paid
135250,Unmanaged
134829,Unmanaged
134568,Closed
246273,Paid
290452,Paid
290529,Paid
240554,Paid
105430,Paid
134580,Unmanaged
135249,Unmanaged
134579,Unmanaged
135248,Unmanaged
47102,Paid
135016,Unmanaged
134578,Unmanaged
290498,Paid
240547,Paid
135244,Unmanaged
63369,Paid
66303,Paid
135245,Unmanaged
290497,Paid
290521,Paid
290297,Paid
134833,Paid
246272,Paid
134577,Unmanaged
63077,Paid
34268,Paid
134576,Unmanaged
135247,Unmanaged
134827,Unmanaged
63367,Paid
134572,Paid
135246,Unmanaged
63368,Paid
134575,Unmanaged
66304,Paid
135240,Unmanaged
135237,Paid
135243,Unmanaged
134832,Unmanaged
135242,Closed
134574,Unmanaged
135239,Unmanaged
134573,Unmanaged
135241,Closed
135236,Paid
134562,Unmanaged
134571,Unmanaged
134570,Paid
134569,Unmanaged
290499,Paid
71518,Paid
290524,Paid
135234,Unmanaged
134567,Unmanaged
135235,Unmanaged
134566,Unmanaged
135231,Unmanaged
134565,Unmanaged
135238,Unmanaged
135233,Unmanaged
134552,Unmanaged
134564,Unmanaged
134563,Unmanaged
134831,Paid
134830,Unmanaged
290458,Paid
72126,Paid
66299,Paid
135228,Unmanaged
135232,Unmanaged
134561,Unmanaged
61417,Paid
401154,Paid
401153,Paid
61195,Paid
134560,Unmanaged
135230,Paid
245546,Paid
400151,Paid
134559,Unmanaged
135229,Paid
63365,Paid
63366,Paid
135227,Paid
290340,Paid
48522,Due
135226,Paid
61416,Paid
135224,Closed
135223,Unmanaged
134558,Unmanaged
134828,Unmanaged
34272,Paid
40467,Paid
34299,Paid
246271,Paid
134428,Paid
134826,Paid
134557,Unmanaged
290515,Paid
134556,Unmanaged
240561,Paid
240544,Paid
135222,Closed
135221,Closed
290461,Paid
290511,Paid
63364,Paid
240543,Paid
135219,Unmanaged
135220,Paid
395081,Paid
290514,Paid
246270,Paid
134555,Unmanaged
134549,Paid
62521,Paid
400147,Paid
63895,Paid
246268,Paid
246269,Paid
134554,Unmanaged
63363,Paid
63360,Paid
40107,Paid
40106,Paid
63361,Paid
395821,Paid
290512,Paid
134553,Unmanaged
63358,Paid
246267,Paid
290510,Paid
48930,Paid
134551,Unmanaged
246266,Paid
134550,Paid
40111,Paid
290314,Paid
382494,Paid
63359,Paid
63357,Paid
135218,Unmanaged
63355,Paid
66242,Paid
48974,Paid
134547,Paid
134548,Paid
66236,Paid
290347,Paid
290520,Paid
63353,Paid
245547,Paid
61452,Paid
61415,Paid
290506,Paid
134546,Unmanaged
134545,Unmanaged
290503,Paid
134544,Unmanaged
134543,Unmanaged
48973,Paid
290523,Paid
290519,Paid
63354,Paid
135217,Unmanaged
134542,Unmanaged
290522,Paid
61034,Paid
48972,Paid
74695,Paid
135216,Paid
48971,Paid
290501,Paid
290302,Paid
246265,Paid
134541,Unmanaged
66301,Paid
34238,Paid
135215,Paid
34385,Paid
135214,Paid
382497,Paid
134531,Unmanaged
134540,Closed
63351,Paid
290333,Paid
34655,Paid
135208,Unmanaged
134530,Unmanaged
61199,Outstanding
82620,Paid
134537,Unmanaged
240537,Paid
67898,Paid
290341,Paid
135213,Closed
135210,Closed
74696,Paid
135212,Paid
48970,Paid
135211,Paid
135206,Closed
395144,Paid
134825,Unmanaged
135209,Paid
135199,Closed
135207,Unmanaged
290303,Paid
135205,Unmanaged
63350,Paid
66298,Paid
63348,Paid
246264,Paid
382491,Paid
400074,Paid
401152,Paid
63349,Paid
63347,Paid
134538,Unmanaged
34386,Outstanding
48894,Paid
48969,Paid
289887,Paid
34411,Paid
240536,Paid
34332,Paid
290379,Paid
290442,Paid
290307,Paid
290306,Paid
135204,Unmanaged
134824,Closed
134536,Closed
63345,Paid
135203,Closed
246263,Paid
34353,Paid
290305,Paid
290349,Paid
134534,Unmanaged
135200,Closed
66302,Paid
135201,Closed
134535,Unmanaged
134539,Paid
67910,Paid
48968,Paid
290348,Paid
135202,Closed
246262,Paid
63344,Paid
290344,Paid
47438,Paid
245548,Paid
134533,Unmanaged
134532,Unmanaged
40956,Paid
240531,Paid
134521,Unmanaged
135191,Paid
134822,Unmanaged
240527,Paid
290345,Paid
290346,Paid
134529,Paid
135195,Unmanaged
46804,Paid
63343,Paid
395681,Paid
290350,Paid
290334,Paid
290310,Paid
382496,Paid
395824,Paid
134525,Closed
135198,Unmanaged
63342,Paid
246261,Paid
135193,Paid
135197,Paid
134524,Paid
134523,Closed
134823,Unmanaged
401582,Paid
135196,Closed
135194,Closed
134520,Unmanaged
134519,Paid
135190,Paid
63341,Paid
135192,Paid
246259,Paid
134527,Closed
134528,Paid
134514,Paid
134526,Closed
246260,Paid
290444,Paid
67904,Paid
135189,Closed
134510,Paid
48883,Paid
105425,Paid
134522,Unmanaged
63340,Paid
381344,Paid
48967,Paid
290432,Paid
290339,Paid
246258,Paid
81737,Outstanding
134518,Unmanaged
134821,Unmanaged
134517,Unmanaged
290309,Paid
135186,Paid
134820,Unmanaged
135183,Closed
135178,Paid
135185,Paid
134494,Paid
134516,Unmanaged
135179,Closed
135164,Closed
135165,Closed
290313,Paid
382483,Paid
290343,Paid
290308,Paid
135187,Unmanaged
135188,Closed
135162,Unmanaged
34237,Paid
290298,Unmanaged
134515,Closed
134509,Closed
134512,Paid
74694,Paid
135184,Closed
135177,Closed
134511,Closed
135181,Closed
134506,Unmanaged
135015,Closed
34297,Paid
134492,Unmanaged
134508,Closed
246256,Paid
246257,Paid
41076,Paid
34331,Paid
81993,Paid
246255,Paid
34289,Paid
85262,Paid
60940,Paid
290289,Paid
135182,Closed
134502,Paid
134507,Closed
135180,Paid
64542,Paid
349730,Unmanaged
134489,Closed
135173,Closed
48882,Paid
134488,Unmanaged
134505,Unmanaged
135174,Paid
34383,Paid
135176,Paid
72102,Paid
290342,Paid
135168,Unmanaged
